Observation date,barometer_7am,barometer_2pm,barometer_9pm,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_corrected_7am,barometer_corrected_2pm,barometer_corrected_9pm,barometer_corrected_mean,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,cloud_amount_7am,kind_of_cloud_7am,cloud_velocity_7am,cloud_direction_7am,cloud_amount_2pm,kind_of_cloud_2pm,cloud_velocity_2pm,cloud_direction_2pm,cloud_amount_9pm,kind_cloud_9pm,cloud_velocity_9pm,course_higher_clouds_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,daily_weather_remarks,remarks_7am,remarks_2pm,remarks_9pm,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5,,word counts,remarks,,,,CP
1856-03-27,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,28,35.5,28,30.5,,Empty,Empty,Empty,,2,,3,North-West,3,,4,West,0,,Empty,Empty,North-West,2,West,3,West,1,27.6,34,29,25,27,26,Empty,Empty,Empty,2.6,2,3,,,,,Empty,,,,,,,,,,,,,,,
1856-03-28,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,25,32.6,25.8,27.8,,Empty,Empty,Empty,,5,,2,West,1,,4,West,2,,Empty,West,Empty,3,West,4,West,2,25,32,25.8,23,26,22,Empty,Empty,Empty,2,6,3.8,,,,,Empty,,,,,,,,,,,,,,,
1856-03-29,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,23,27,29,26.33,,Empty,Empty,Empty,,8,,Empty,South West,8,,4,West,3,,3,West,West,3,West,4,West,3,22.6,25.85,29,20,23,25.6,Empty,Empty,Empty,2.6,2.85,3.4,,,,,Sleighing still - but snow disappearing fast,,,,,,,,,,,,,,,
1856-03-30,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,26,36,31,31,,Empty,Empty,Empty,,4,,Empty,North-West,1,,3,North-West,0,,Empty,Empty,North-West,Empty,North-West,3,North-West,1,25.2,35.2,31,24.2,30.5,27,Empty,Empty,Empty,1,4.7,4,,,,,Zodiacal lights & Aurora,,,,,,,,,,,,,,,
1856-03-31,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,30.3,35.5,24,29.93,,Empty,Empty,Empty,,9,,1,North-West,1,,4,North-West,0,,Empty,Empty,Empty,Empty,Empty,Empty,0,Empty,29.5,35.2,24.8,Empty,31,21,Empty,Empty,Empty,Empty,4.2,3.8,,,,,Fine weather,,,,,,,,,,,,,,,
1856-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,36,31,28.67,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,0,Empty,West,4,West,3,19,35.2,31.1,17.5,27.7,Empty,0.079,0.062,Empty,2.5,7.5,Empty,,,,,Fine day – snow wearing away fast,,,,,,,,,,,,,,,
1856-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,45.2,34.8,37.33,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,West,1,West,3,0,Empty,32,44.8,35,28,34.5,29.83,0.106,0.066,0.105,4,10.3,5.07,,,,,Very fine – roads becoming settled which lead east or west – more leading north & south – Snow know feet deep,,,,,,,,,,,,,,,
1856-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,51.5,46,45.33,,PM 1,Empty,Empty,,7,,3,West,10,,Empty,West,10,,Empty,West,West,3,West,1,West,1,38,50.5,46,35.22,47,44,0.169,0.277,0.262,2.78,3.5,2,,,,,NA,,,,,,,,,,,,,,,
1856-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,58,41.7,49.07,,Empty,AM 2,0.15,,8,,2,South-West,8,,2,West,0,,Empty,Empty,South-West,1,South-West,1,0,Empty,47.5,55,40.5,45.5,51,38,0.279,0.121,0.197,2,4,2.5,,,,,NA,,,,,,,,,,,,,,,
1856-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,39.6,39.8,37.13,,PM 1,PM 6,0.12,,10,,Empty,North-East,9,,1,North-East,10,,Empty,Empty,North-East,1,North-East,1,Empty,Empty,41,41.12,40.5,40,39.1,39,0.235,0.213,0.219,1,2.02,1.5,,,,,Dense fog – showering,,,,,,,,,,,,,,,
1856-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,39.3,35.2,36.33,,PM 5,Empty,0.16,,10,,Empty,East,10,,Empty,East,10,,3,East,East,2,East,1,East,2,36,40,35.3,35,38,35,0.191,0.203,0.193,1,2,0.8,,,,,Dense fog – rain in afternoon,,,,,,,,,,,,,,,
1856-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,43,35.5,37.5,,NA,NA,NA,,10,,Empty,East,4,,4,North-West,0,,Empty,Empty,North-West,3,North-West,3,0,Empty,33.2,42,35.5,32,37.8,33.5,0.166,0.172,0.166,1.2,4.2,2,,,,,NA,,,,,,,,,,,,,,,
1856-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,58,44,47.13,,NA,NA,NA,,0,,Empty,Empty,1,,2,North-West,0,,Empty,Empty,0,Empty,North-West,4,North-West,1,39.4,51.3,44.1,35,45,39,0.146,0.169,0.172,4.4,12,5.1,,,,,Fine day – quite like spring,,,,,,,,,,,,,,,
1856-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,50.5,Empty,Empty,,NA,NA,NA,,0,,Empty,Empty,1,,1,West,0,,Empty,Empty,0,Empty,North-East,2,Empty,Empty,42.5,50.4,Empty,35,43.8,Empty,0.171,0.2,Retracted,4.5,6.6,Empty,,,,,NA,,,,,,,,,,,,,,,
1856-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,52,31,42.33,,NA,NA,NA,,4,,3,South-West,5,,4,West-South-West,0,,Empty,Empty,South-West,5,West-South-West,4,West,5,43.35,50.8,31,40,40.5,25.8,0.205,0.117,Retracted,3.35,10.3,5.2,,,,,A shower in the morning,,,,,,,,,,,,,,,
1856-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,42.6,37.2,36.27,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,North-West,4,North-West,3,0,Empty,28.5,42,37.2,23.8,31.9,31,0.073,0.238,0.101,4.7,10.1,6.2,,,,,Cool but fine,,,,,,,,,,,,,,,
1856-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,55.1,45,47.07,,PM 3 1/2,PM 9,0.15,,0,,Empty,Empty,6,,4,South-West,9,,4,West-South-West,West,3,South-West,3,West-South-West,4,40.85,54,44.9,35.3,45,42.64,0.134,0.181,0.244,5.55,9,2.26,,,,,A shower,,,,,,,,,,,,,,,
1856-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,28.15,27,24.98,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,North-West,4,North-West,3,North-West,3,19.4,28,27,16,22,23,0.05,0.148,0.076,3.4,6,4,,,,,Cool,,,,,,,,,,,,,,,
1856-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,48,35.1,38.53,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,3,,Empty,West,North-West,Empty,North-West,3,West,2,31.04,47.2,36,27,37.2,31.9,0.1,0.092,0.128,4.04,10,4.1,,,,,NA,,,,,,,,,,,,,,,
1856-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,50,33,40,,NA,NA,NA,,4,,3,West,0,,Empty,Empty,1,,2,North-West,West,2,North-West,2,North-West,1,36,50,34,34.5,41.8,31,0.18,0.158,0.138,1.5,8.2,3,,,,,A shower last night  fine day,,,,,,,,,,,,,,,
1856-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,38,32.4,33.13,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,North-East,3,North-East,2,West-South-West,4,28.8,38,33,26,31.5,27,0.107,0.097,0.076,2.8,6.5,6,,,,,fine but cool,,,,,,,,,,,,,,,
1856-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,49,43.5,41.93,,NA,NA,NA,,1,,5,West,8,,4,West-South-West,4,,4,West-North-West,West,3,West-South-West,4,Retracted,Retracted,33.1,48,43.5,31.5,40,39,0.158,0.143,0.18,1.6,8,4.6,,,,,NA,,,,,,,,,,,,,,,
1856-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,40,32.1,35.2,,NA,NA,NA,,8,,2,North-East,8,,2,North-East,0,,Empty,Empty,North-East,3,North-East,1,West,1,33.5,37.2,32.2,25,33,30,0.107,0.134,0.141,4.5,4.2,2.2,,,,,Appearance of rain in morning but clear at evening,,,,,,,,,,,,,,,
1856-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,51,39.3,41.77,,NA,NA,NA,,1,,Empty,West,0,,Empty,Empty,0,,Empty,Empty,West,1,North-West,2,South-West,1,34.5,50.5,39.6,33.8,41,34.2,0.185,0.132,0.127,0.7,9,5.4,,,,,Very fine day – many flowers out,,,,,,,,,,,,,,,
1856-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,42.1,35.16,39.59,,1:00 PM,PM 3,0.25,,2,,Empty,North-East,10,,3,East,9,,3,East,0,Empty,North-East,1,East,3,39.5,43.2,36,37.4,41.5,34.3,0.197,0.24,0.176,2.1,1.7,1.7,,,,,Very bitter rain at intervals during day,,,,,,,,,,,,,,,
1856-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,42.5,39.8,37.77,,PM 6,Empty,0.1,,6,,3,East,8,,3,East,10,,Empty,East,East-North-East,3,East-North-East,4,East,3,35,42.5,36.7,30.7,36.7,34.5,0.12,0.142,0.172,4.3,5.8,2.2,,,,,Chilly weather,,,,,,,,,,,,,,,
1856-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,59,44,47.17,,NA,NA,NA,,10,,Empty,Empty,2,,2,South-West,3,,3,South-East,0,Empty,South-West,2,South-East,3,38.5,57.5,44,38,52,43,0.223,0.316,0.265,0.5,5.5,2,,,,,NA,,,,,,,,,,,,,,,
1856-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,54.15,41,46.55,,NA,NA,NA,,5,,5,South-West,1,,5,West,0,,Empty,Empty,West-South-West,3,West,4,0,Empty,43.5,54,41,40.5,46,38.2,0.209,0.206,0.195,3.3,8,2.8,,,,,NA,,,,,,,,,,,,,,,
1856-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,60,50,50.7,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,5,,Empty,Empty,0,Empty,North-West,1,South,2,42,60.3,50,40.5,50.3,45,0.232,0.233,0.234,1.5,10,5,,,,,Fine day,,,,,,,,,,,,,,,
1856-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,48.4,34.5,42.97,,NA,NA,NA,,5,,1,West,0,,Empty,Empty,0,,Empty,Empty,0,Empty,North-East,5,East,3,45.2,48,30.5,40.5,38.2,29,0.191,0.103,0.072,4.7,9.8,5.2,,,,,NA,,,,,,,,,,,,,,,
1856-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,51.25,40,42.42,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,West,1,North-East,2,0,Empty,35.4,51.25,38.2,28.6,38,32.2,0.077,0.067,0.104,6.8,13.25,6,,,,,NA,,,,,,,,,,,,,,,
1856-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,62,51,51.83,,NA,NA,NA,,0,,Empty,Empty,2,,2,West,4,,2,North-West,0,Empty,West,2,West,2,41.5,62.8,50,36,48,39,0.14,0.14,0.073,5.5,14.8,12,,,,,NA,,,,,,,,,,,,,,,
1856-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,50,39.8,44.27,,NA,NA,NA,,6,,3,North-West,5,,Empty,Empty,10,,Empty,East,Empty,Empty,East,2,East,3,43,50,39.8,38,41.5,36,0.164,0.151,0.164,5,8.5,3.8,,,,,NA,,,,,,,,,,,,,,,
1856-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,39.6,35.5,38.3,,NA,NA,NA,,10,,3,South,10,,3,South,10,,Empty,South-East,South,1,South-East,2,South-East,1,38.5,39,35.6,35.8,35.5,34,0.175,0.163,0.176,2.7,3.5,1.6,,,,,A little rain today,,,,,,,,,,,,,,,
1856-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,37.8,31.5,35.1,,NA,NA,NA,,8,,3,North-East,8,,3,North-East,0,,Empty,Empty,North-East,3,North-East,3,0,Empty,35.5,38,31.7,31.5,33.8,30.1,0.128,0.14,0.149,4.5,4.2,1.4,,,,,Cold – snow squalls during day,,,,,,,,,,,,,,,
1856-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,56.4,36,42.8,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,North-West,3,North-West,5,North-West,2,38,56,35.5,34.5,43,31.8,0.154,0.107,0.133,67.5,24,65.5,,,,,[obstructed] Aurora,,,,,,,,,,,,,,,
1856-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,48.1,31,39.4,,NA,NA,NA,,0,,Empty,Empty,1,,1,North-West,7,,Empty,Empty,East,2,North-West,2,North-East,2,34,47.5,36.15,29,36,36,0.101,0.062,0.113,51,19,53,,,,,NA,,,,,,,,,,,,,,,
1856-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,50.15,39,42.05,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,Empty,Empty,North-East,2,North-East,1,35.8,49.3,39.8,31.3,38.5,34,0.122,0.093,0.121,58,26,49,,,,,NA,,,,,,,,,,,,,,,
1856-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,51.1,38.8,42.77,,NA,NA,NA,,1,,1,West,2,,1,South-West,2,,Empty,Empty,0,Empty,0,Empty,0,Empty,38,50.2,39.5,34,44,35.4,0.144,0.207,0.152,63,57,63,,,,,NA,,,,,,,,,,,,,,,
1856-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,41.8,35.9,38.57,,A.M. 7,P.M. 4,0.15,,10,,Empty,North-North-East,10,,Empty,North-North-East,4,,Empty,North-East,North-West,2,North-North-East,2,North-East,4,37,41.3,36.3,34.25,40,33,0.162,0.231,0.145,73.5,89,68,,,,,[obstructed] 7 A.M.,,,,,,,,,,,,,,,
1856-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,46.1,39,40.8,,NA,NA,NA,,1,,3,North-East,2,,3,North-East,8,,Empty,Empty,North-East,3,North-East,3,North-North-East,2,36.8,45.4,39.5,34.3,38.5,36,0.166,0.144,0.167,76,47,68,,,,,NA,,,,,,,,,,,,,,,
1856-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,54,39.5,44.83,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,North-West,1,North-East,2,North-West,1,40,54,40.5,36,44,35.5,0.16,0.157,0.139,64,38,56,,,,,NA,,,,,,,,,,,,,,,
1856-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,54,42,45.67,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,East,1,East,2,0,Empty,41,53.5,42.8,37.5,44,38,0.179,0.163,0.167,69.5,40,60,,,,,NA,,,,,,,,,,,,,,,
1856-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,56.8,38,45.27,,NA,NA,NA,,0,,Empty,Empty,1,,2,South-West,5,,3,South,North-East,1,South-East,3,South-East,4,40,55.95,39.2,35,44.4,36,0.139,0.141,0.17,56,31,71,,,,,NA,,,,,,,,,,,,,,,
1856-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,48,43,44.33,,AM 6 1/2,Empty,Empty,,10,,3,East-South-East,10,,Empty,East,10,,Empty,East,East-South-East,3,North-East,4,North-East,2,42,48,44,40.8,48,42,0.24,0.26,0.241,89,78,84,,,,,[obstructed] [illegible] P.M. until 7 or 8,,,,,,,,,,,,,,,
1856-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,59.5,45.2,48.57,,Empty,P.M. 1,0.75,,10,,Empty,North-East,4,,3,South-West,7,,Empty,West,North-East,3,South-West,3,West,1,41,59,45,40.5,54,42.5,0.246,0.352,0.239,95.5,70,80,,,,,[obstructed] ...d rain,,,,,,,,,,,,,,,
1856-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,55,49.5,50.83,,NA,NA,NA,,9,,4,West,8,,2,West,1,,Empty,West,West,2,West,3,West,1,45,53.5,49.5,41.5,47.5,45.5,0.216,0.244,0.247,72,60,71,,,,,NA,,,,,,,,,,,,,,,
1856-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,53.8,41,45.6,,NA,NA,NA,,1,,3,West,1,,Empty,West,0,,Empty,Empty,West,3,West,2,West,1,41.5,52.3,46,37,43,Empty,0.162,0.155,Empty,61,39.5,Empty,,,,,NA,,,,,,,,,,,,,,,
1856-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,61,44,49.67,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,0,Empty,0,Empty,0,Empty,42.2,60.25,44.5,38,60.25,41,0.168,0.518,0.211,61,100,72,,,,,[obstructed] Aurora,,,,,,,,,,,,,,,
1856-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,61,51,53,,NA,NA,NA,,0,,Empty,Empty,1,,3,West,Empty,,Empty,0,0,Empty,North-North-East,1,East,1,45,60.2,54,45,51.8,50.8,0.311,0.268,0.33,100,49.5,79,,,,,NA,,,,,,,,,,,,,,,
1856-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,72.8,59,63.77,,P.M. 8,11 P.M.,0.1,,2,,5,South-West,4,,4,West,7,,4,West,West-South-West,4,West,4,West,2,58.2,72,59,55,60.5,52.5,0.384,0.374,0.309,79,47.5,61.5,,,,,[obstructed] evening,,,,,,,,,,,,,,,
1856-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,60.8,52,52.93,,P.M. 6,P.M. 10,0.05,,8,,Empty,Empty,9,,Empty,Empty,10,,Empty,South-East,East,2,East,1,South-East,1,49.5,60,51.5,44.5,53,50,0.223,0.31,0.341,64,60,89,,,,,NA,,,,,,,,,,,,,,,
1856-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,57,55.6,54.87,,NA,NA,NA,,10,,Empty,South,5,,4,South,10,,Empty,Empty,South,2,South,2,0,Empty,51,56,55,49.3,54,43.5,0.329,0.391,0.39,88,87,90,,,,,[obstructed] – grass growing fast,,,,,,,,,,,,,,,
1856-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,69.4,54,58.67,,NA,NA,NA,,5,,4,East,5,,4,South-East,3,,3,South-West,0,Empty,North,2,0,Empty,52.5,67,54,57.6,59,52.5,0.371,0.393,0.376,94,59,90,,,,,NA,,,,,,,,,,,,,,,
1856-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,61.84,54,57.38,,A.M. 9,Empty,Empty,,10,,4,West-South-West,10,,3,West,6,,3,West,West,2,West,2,West,1,55.2,60.6,54.3,54,57,52.3,0.402,0.418,0.366,93,79,87,,,,,[obstructed] fine – vegetation rapid,,,,,,,,,,,,,,,
1856-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,53,43.2,49.07,,P.M. 2,P.M. 9,0.8,,10,,4,West,10,,2,North,8,,Empty,Empty,West,2,West,1,West,2,50.5,57.4,43.5,49.5,49.4,42,0.335,0.326,0.248,93,86,88,,,,,NA,,,,,,,,,,,,,,,
1856-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,49.1,47.4,47.1,,NA,NA,NA,,4,,4,North,3,,3,North-West,0,,Empty,Empty,North-North-West,3,North-West,3,North-West,2,43.5,49,48.5,40,41,41.5,0.202,0.152,0.165,71,44,49,,,,,Retracted,,,,,,,,,,,,,,,
1856-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7,62.4,46.3,53.6,,NA,NA,NA,,0,,Empty,Empty,0,,Empty,Empty,0,,Empty,Empty,North-West,2,North-West,1,East,2,52,62.5,46,42,56,42.5,0.136,0.222,0.226,35,39,72.5,,,,,NA,,,,,,,,,,,,,,,
1856-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,51,43,47,,NA,NA,NA,,6,,2,North-North-West,9,,3,South-East,10,,Empty,South,East,2,South-East,3,South,1,47,51,43,40.5,42.5,41,0.167,0.161,0.231,51.5,42.5,83,,,,,NA,,,,,,,,,,,,,,,
1856-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,40.3,44,44.6,,A.M. 9,PM 8 1/2,Empty,,10,,Empty,South-East,10,,5,South-East,10,,4,South-East,South-East,3,South-East,3,South-East,3,43.5,46,44,41.9,44,42,0.231,0.262,0.241,83,84,84,,,,,NA,,,,,,,,,,,,,,,
1856-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,42,40,41.67,,A.M. 6,Empty,1.7,,10,,Empty,North-East,10,,5,North-East,10,,5,North-East,North-East,3,North-East,4,North-East,4,43,42,40,42,41,39,0.254,0.244,0.225,92,91,91,,,,,[obstructed] A.M. – a great storm,,,,,,,,,,,,,,,
1856-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,53,45.5,46.5,,NA,NA,NA,,10,,4,North-North-East,2,,4,North,1,,Empty,North-West,North,4,North,4,North-West,1,41,52,46,39,44,41.5,0.212,0.183,0.203,82,47,65.5,,,,,NA,,,,,,,,,,,,,,,
1856-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,68,53.8,57.6,,P.M. 9,Empty,0.25,,2,,2,West-North-West,5,,9,West,10,,5,South-West,North-West,1,West,5,South-West,6,49.5,68,53.8,47,56.8,52,0.29,0.313,0.365,82,46,88,,,,,[obstructed] from S.W.,,,,,,,,,,,,,,,
1856-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,61,47,54.33,,NA,NA,NA,,10,,4,West,1,,Empty,West,0,,Empty,Empty,West,4,West,2,0,Empty,44.2,60.5,48,52,50,44,0.359,0.218,0.236,86,41,70,,,,,NA,,,,,,,,,,,,,,,
1856-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,66,51.1,55.53,,NA,NA,NA,,4,,8 | 3,South-West South-East,7,,4,South-West,0,,Empty,Empty,East,2,South-West,8,West,1,50,66,51.2,47.2,60,47,0.288,0.438,0.267,79,68,71,,,,,[obstructed] but fine,,,,,,,,,,,,,,,
1856-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4,54.9,46,49.43,,NA,NA,NA,,4,,4,West,1,,4,West-South-West,2,,3,North-West,West,4,West-South-West,5,North-West,3,46.4,53,45.8,43,40,43.2,0.233,0.078,0.245,74,19,80,,,,,NA,,,,,,,,,,,,,,,
